refDomeinwaardeID	refDomeinwaardeGUID	refInformatiemodel	refAttribuut	refDomeinwaarde	refBovenliggendeWaarde	URI	Definitie	Toelichting	Wijzigingsdatum
351	5f785212-5753-4963-80d4-c84b08c47abb	5	20	parkeren op rijbaan	Wegdeel	null	Een weg waarbij de begrenzingen van de rijbaan als parkeergelegenheid gebruikt kan en mag worden.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
352	5e6d56cf-9175-4be1-a5b2-c947fa6ef695	5	20	parkeren op rijbaan: langsparkeren op rijbaan	Wegdeel	null	Parkeren evenwijdig aan de as van de rijbaan.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
353	eac8d9b0-c289-41b6-b473-7668d332276f	5	22	peilbuis	Sensor	null	Buis, eventueel met een filter, die in de grond wordt gebracht om het grondwaterpeil te bepalen.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
354	a57644be-6447-4c78-b6b8-475db1900aaf	5	22	pendelstuk	Leiding	null	Een leiding voor de opvang van axiale beweging in de ondergrond door bijvoorbeeld zetting.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
355	5e1ac98f-110e-4c13-b0f6-85ace1172d69	5	22	pergola	Straatmeubilair	null	Overkapping, mogelijk voorzien van klim- en leiplanten, voor het creëren van een (natuurlijke) zonwering.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
356	3e41a7e5-d9bc-4ee8-a7c1-b7e2bf2f4eb5	5	19	perron	Kunstwerkdeel	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
357	79c8b7ed-7513-426f-b228-282d17d810aa	5	31	picknicktafel	Straatmeubilair	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
358	d4dcd7b5-bf28-4abc-805c-90e7e3d14ea3	5	22	pigging-installatie	Installatie	null	Installatie voor het verzenden, ontvangen of afsluiten van pigs (rubberen mollen).	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
359	2e6260cc-6d1f-4154-8cfa-13e454ad6c88	5	11	pijler	Overbruggingsdeel	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
360	c5c42474-e12e-4a09-83e1-5887d08736f0	5	31	plaatsnaambord	Bord	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
361	079035b4-b961-4045-acb9-ff99c219cba0	5	30	Plan	null	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
362	c161804f-f436-4b3d-9ab3-1db5aaf02796	5	22	PLC-kast	Kast	null	Boven- of ondergronds object met een permanent karakter geschikt voor obstakelvrije behuizing van elektra- of regelinstallaties of wateraansluitingen voor toepassingen buiten inclusief sloten en deuren.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
363	b5b7dc2c-7a11-4dde-9634-11c7453c349a	5	31	poller	Paal	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
364	4f9775f8-3572-4eb3-ad2e-3ede1916fbac	5	31	pomp	Installatie	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
365	2f70ff47-0f5e-4e89-9cf5-72c05d161b80	5	22	pompkast	Kast	null	Boven- of ondergronds object met een permanent karakter geschikt voor obstakelvrije behuizing van elektra- of regelinstallaties of wateraansluitingen voor toepassingen buiten inclusief sloten en deuren.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
366	529462db-1176-4927-a583-2f85ac22332c	5	31	ponton	Kunstwerkdeel	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
367	28c544a8-c0db-434c-b4ce-6a17550dda9c	5	31	portaal	Paal	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
368	a1e1a66b-118b-441c-8b36-b8e3e387b0ca	5	22	postcode	FunctioneelGebied	null	Begrenzing van een postcodegebied (6 posities).	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
369	21ce03fa-9e31-483e-8698-42346626fcec	5	22	profiellijn	Scheiding	null	Hulplijn voor het vastleggen van contouren, profielen of andere lijnen in het landschap.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
370	6d8d67bc-6b03-4c56-a011-a3d9f40b07af	5	22	project	FunctioneelGebied	null	Projectgrens	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
371	d3ec8282-e9f8-41f0-9b92-fcefe064c92a	5	22	provincie	FunctioneelGebied	null	Begrenzing van de provincie.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
372	7210c879-653a-4be2-a6f5-059cf5013e38	5	6	puin	half verhard	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
373	9192bf67-d8cc-4ad8-bead-0a9e3ee46919	5	11	pyloon	Overbruggingsdeel	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
374	c7a36d0a-72d7-4342-8395-b79ebd6b066c	5	22	raaipaal	Straatmeubilair	null	Paal, die een raai markeert. Raai is de verkorting van kilometerraai, de afgeperkte afstand van 1000m.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
375	6a265eac-4dcd-4d36-94ef-322b0b814fac	5	20	rabatstrook	OndersteunendWegdeel	null	Een kantstrook, van ander materiaal en/of in een afstekende kleur, langs het verharde wegdek	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
376	dfab6bce-2de1-4269-9d70-9b8a56742bd8	5	31	radar detector	Sensor	null	null	null	Tue Nov 14 2023 00:00:00 GMT+0000 (Coordinated Universal Time)
377	9f8ebf11-f2f6-4dd0-9673-9deeb4975d9e	5	31	radarmast	Mast	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
378	7dd71df8-7bb5-43b1-8449-244d27f5354a	5	20	rammelstrook	OndersteunendWegdeel	null	Een rammelstrook (Engels: rumble strip) is een type bermbeveiliging. Bij een rammelstrook worden er stukken asfalt uit de toplaag gefreesd aan de buitenzijde van de kantverharding.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
379	77729011-3490-4918-a2cc-e3f0bff41725	5	31	reclamebord	Bord	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
380	9d570dd7-bd0a-4e98-8ccd-d671d03e22ab	5	31	reclamezuil	Straatmeubilair	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
381	898943d6-a18a-4c77-8163-c1e25f2f80ec	5	31	recreatie	FunctioneelGebied	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
382	d61b0cb3-97ea-4df6-9c41-9aa3f7ef8aa1	5	31	recreatie: bungalowpark	FunctioneelGebied	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
383	365c1c23-3965-4387-9d85-ed1e95af6db6	5	31	recreatie: camping	FunctioneelGebied	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
384	a6a80f37-f18a-4ae5-80c1-e755bb9af69f	5	31	recreatie: park	FunctioneelGebied	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
385	9da84426-7076-41d2-a7d1-ce1cf2d6427b	5	31	recreatie: speeltuin	FunctioneelGebied	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
386	079cfaee-5a9f-4058-845a-63db5fcaa66e	5	31	recreatie: sportterrein	FunctioneelGebied	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
387	22eed52b-8958-4b40-813b-3d3d8d00cd22	5	31	recreatie: volkstuin	FunctioneelGebied	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
388	5dff5739-cf23-4deb-9c2f-ae0a803b2fea	5	20	recreatief voetpad	Wegdeel	null	Een verkeersbaan voor voetgangers gelegen in een recreatief gebied.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
389	481c7849-a4cd-4b13-a33e-fb61ad4cd752	5	22	referentiemicrofoon	Sensor	null	Deel van de geluidsinstallatie om tunnelgebruikers in geval van pech of ongeval aanwijzingen te kunnen geven vanuit de centrale bedieningsruimte.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
390	da9ac8ad-9539-480d-ad8a-fb8d3bfb91cb	5	22	regenmeter	Sensor	null	Type instrument dat door meteorologen en hydrologen wordt gebruikt om de hoeveelheid gevallen neerslag gedurende een bepaalde tijdsperiode op te vangen en te meten.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
391	0e483efd-66c0-439e-a331-0392b740ab78	5	31	remmingswerk	Waterinrichtingselement	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
393	d29c4f79-3f17-4354-b20c-c884817970ae	5	15	rietland	BegroeidTerreindeel	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
394	bee18200-6af0-4657-bb2b-96443605214d	5	22	rijbaan	FunctioneelGebied	null	RVV1990-elk voor rijdende voertuigen bestemd weggedeelte met uitzondering van de fietspaden en de fiets/bromfietspaden;
1 rijbaan is Rijloper: Dat deel van een in een niveau aangebrachte verharding, waarvan het rijdende verkeer gebruik dient te maken.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
395	fbd62a95-243f-4e2d-9f59-5272dfaee892	5	13	rijbaan autosnelweg	Wegdeel	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
396	c77d9ada-1fc2-4d9d-896e-f87a11af10cc	5	13	rijbaan autoweg	Wegdeel	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
397	be979fa7-e813-4027-b496-e8f00b1a3a0a	5	13	rijbaan lokale weg	Wegdeel	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
398	0fe0fb36-45be-4633-aabf-8bcd6bb151d1	5	13	rijbaan regionale weg	Wegdeel	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
399	38885577-5959-4820-b600-c17d7dfbeeee	5	31	rioolkast	Kast	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
401	896914fd-20a1-454d-8781-5e3eca483325	5	22	roltrap	Kunstwerkdeel	null	Een roltrap is een diagonaal transportsysteem, bestaande uit een trap met omhoog- of omlaagschuivende treden.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
402	cbdc8257-b3ad-407f-822b-8fd7ca3ecb70	5	22	rookpaal	Paal	null	Een verankerde paal met een buitenasbak.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
403	c8691b6a-8d68-46f6-aecf-f97689174758	5	31	rooster	Weginrichtingselement	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
404	dfd13fde-364a-44a6-b9ea-e8f635b3578b	5	20	rotonde	Wegdeel	null	Een rotonde is een verkeersplein waarop het verkeer voorrang heeft en waarop de wegen radiaal aansluiten.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
405	c185f759-08af-4d47-9760-ee75d2764a98	5	22	routepaal	Paal	null	Paal(tje) met routes van het fietsroutenetwerk in de paal aangebracht of aan de paal bevestigd.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
406	f9c7a51b-aecb-46b1-a174-c4f3bd53e693	5	21	rubbersnippers	half verhard	null	Halfverharding, los. Rubbersnippers zijn gemaakt van gerecyclede banden.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
407	f24f0ecc-1966-4387-aaf5-944ee84c49b7	5	13	ruiterpad	Wegdeel	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
408	c1e6255c-1441-4945-b7d2-60f99c486539	5	31	scheepvaartbord	Bord	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
409	feb8c855-f071-4e98-b0c7-4f946a689567	5	6	schelpen	half verhard	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
410	32037ed6-d26a-465a-bb45-426e256b20d1	5	22	schoolzonepaal	Paal	null	Kleurrijke paal met of zonder bord om een schoolzone of oversteekplaats bij een school te markeren.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
411	b11111f1-dd18-4cea-8e7b-b44518742267	5	20	schouwpad	Wegdeel	null	Openbaar toegankelijk pad langs een watergang waar een vertegenwoordiger van het waterschap de schouw (inspectie van de sloten) kan uitvoeren.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
412	c21a03dd-640a-4dca-841d-be3b56d6c48f	5	31	schuur	OverigBouwwerk	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
413	4f6921f2-18fb-4e21-9272-61e83a9362da	5	22	sensorpaal	Paal	null	Langwerpig stuk hout, ijzer, steen enz., dat in de grond staat.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
414	3b81b0e3-bf28-46e5-b291-d5356336ecee	5	6	sierbestrating	open verharding	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
415	a2ac0fad-8345-4969-b7ef-2e993fe371ee	5	31	sirene	Paal	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
416	940d11b4-dc0d-4857-8f68-06e949035fc6	5	31	slagboom	Straatmeubilair	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
417	7137564f-ef85-4113-8f2d-34e43d38960f	5	19	slik	OndersteunendWaterdeel	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
418	1b9df3d8-1095-4ddd-a8f6-745160858ece	5	22	slokop	Put	null	Een regelvoorziening voor het laten wegstromen van overtollig hemelwater bij een infiltratievoorziening.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
419	3adf306a-3541-4648-9390-71053140f70b	5	11	sloof	Overbruggingsdeel	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
420	d699df0b-98f0-4478-b3ed-c45dfbc37259	5	31	sluis	Kunstwerkdeel	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
421	63d14d3f-33e2-4082-9481-34218972f649	5	22	snellaadstation	FunctioneelGebied	null	Infrastructuurelement, doorgaans langs autosnelwegen, dat in elektrische energie voorziet om elektrische plug-invoertuigen op te laden in een relatief korte tijd.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
422	3582ad03-5e19-4fe1-a0e4-17d9e11ba9ff	5	13	sneltram	Spoor	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
423	1f3c6fd1-6760-4f68-88a4-30bee324efbe	5	22	solitaire plant	VegetatieObject	null	Plant, heester of siergras, te beheren als solitair beplantingselement.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
424	4e66a922-83b5-4569-9a8e-b483b724002c	5	22	spandraad	Leiding	null	Leiding welke gespannen is tussen twee aanhechtingspunten.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
425	7351d3c8-38ba-4770-95ff-4f788cb6c4aa	5	31	speelvoorziening	Straatmeubilair	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
427	29cef77f-0ee9-4b75-9aa1-b884bc9906ea	5	13	spoorbaan	Wegdeel	null	Gebaand gedeelte voor het verkeer over rails	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
428	33ba8dbf-ac0c-4682-b449-36a4698d9338	5	22	sportmeubilair	Straatmeubilair	null	Voorziening op sportterreinen niet zijnde een sporttoestel.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
429	b4a9aca4-fb9b-486d-b885-0878d68accd0	5	22	sporttoestel	Straatmeubilair	null	Apparaat met als functie het beoefenen van een sport.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
430	557903d3-19df-41a4-9edb-2469bba8adf3	5	22	sportveld	FunctioneelGebied	null	Terrein mogelijk met groenvoorziening, verharding en bebouwing bestemd voor sportbeoefening.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
431	ee608a9f-c81e-46ba-953e-4c7f0432e5fd	5	22	sproeikop	Straatmeubilair	null	Kop met als functie het verspreiden van water om gewassen te bevochtigen, met name in tuinen, kwekerijen, stadions en op akkerland.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
432	435013ea-b178-4102-b5e6-8f733904e427	5	31	stadsdeel	RegistratiefGebied	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
433	ec127a9b-d87a-4c36-85c5-888c71934328	5	22	stadsverwarming	FunctioneelGebied	null	Stadsverwarming of warmtedistributie is een verwarmingssysteem, waarbij de woningen worden verwarmd via een ondergronds netwerk van warmwaterleidingen.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
434	83308093-7bd4-48d9-937f-e7be8cf5db7b	5	22	stapsteen	Straatmeubilair	null	Steen van natuursteen of beton, die door de specifieke plaatsing van de stenen op stapafstand van elkaar de functie heeft om mensen te stimuleren de route van de stapstenen te lopen.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
435	82ec654a-2818-4a12-897f-b7b132dbffe4	5	21	steenslag	half verhard	null	Halfverharding, los. Steenslag is gebroken steen, van zowel natuursteen als puin. Doordat het gesteente gebroken is, heeft het geen rond oppervlak, waardoor de stenen niet zo makkelijk wegglijden. Hierdoor i	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
436	ca176d1a-6800-4181-b819-0fd6030a30a0	5	19	steiger	Kunstwerkdeel	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
437	1342312b-488e-45ff-9bc1-d325dba32a13	5	22	steilwand	BegroeidTerreindeel	null	Kleinste functioneel onafhankelijk stukje van een terrein, dat er binnen het objecttype Terrein van NEN 3610 wordt onderscheiden, met of zonder aaneengesloten vegetatie.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
438	9db363fc-7e52-45c2-8c0f-39c9151f3740	5	22	stiltegebied	FunctioneelGebied	null	Gebied is een milieubeschermingsgebied waarin de geluiden van flora en fauna overheersen.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
439	61773c78-ca29-4af4-999f-d8fbbd59d6d2	5	22	stormanker	Straatmeubilair	null	Een voorziening aangebracht in de verharding voor het vastzetten en beveiligen van objecten (bijvoorbeeld marktkramen) tegen harde wind.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
440	3d5a8e36-b3f8-4665-85d8-e2ad0e9df3f9	5	31	straalzender	Mast	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
441	992ee5d6-d042-4581-b28c-cd16d93fb053	5	31	straatnaambord	Bord	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
442	18de9aca-5dac-41d8-b226-fa133b6d1fb8	5	6	strand en strandwal	zand	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
443	f84ff4e5-e648-489b-98e5-e5b4ff768d98	5	22	strandoriëntatiepaal	Paal	null	Strandoriëntatiepalen zijn voorzien van eenvoudige, pakkende afbeeldingen. Hierdoor zijn ze makkelijk te onthouden voor kinderen.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
444	57c3daed-37c5-47f8-997d-c6ce116b1fe7	5	22	strandpaal	Paal	null	Paal op het strand of in de duinen, geplaatst als hulpmiddel bij het uitvoeren van metingen.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
445	4c75a535-df00-4815-a67e-a38954a27c60	5	19	strekdam	Kunstwerkdeel	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
446	fbadb437-2077-40a4-9424-4e6bc67e3ba7	5	22	strook	FunctioneelGebied	null	Gebied op een baan, in lengterichting begrensd door een beginraai en een eindraai, en in dwarsrichting begrensd door: ofwel twee opeenvolgende zichtbare overgangen in materie, ofwel twee opeenvolgende zichtbare kniklijnen, ofwel een zichtbare overgang in 	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
447	77a38fad-0a07-4d34-b1f0-05f96cfd9910	5	15	struiken	BegroeidTerreindeel	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
448	038afa65-13c2-4f0f-8e1d-88d0474a02da	5	19	stuw	Kunstwerkdeel	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
449	a7873024-fafe-4aa2-a3cc-cde9514acae1	5	22	SV-station	Pand	null	Verdeelstation voor stroom op basis van zonnepanelen.	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
450	328824ea-de15-410a-96e4-d12679e6a529	5	6	tegels	open verharding	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
451	806ca1e7-d427-424d-917c-e13f71a0fc85	5	31	telecom kast	Kast	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
452	7b706666-7072-4334-93c0-35cf6603fc73	5	31	telefooncel	Straatmeubilair	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
453	5eee554f-961f-4ba2-8046-c8c93fe0768b	5	31	telkast	Kast	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
454	1701592a-97c2-44b5-89bc-e021332a3ff9	5	31	telpaal	Paal	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
455	a8345027-cd49-4bef-9271-8dd0cf539be3	5	22	toegangshekinstallatie	Installatie	null	Installatie om de toegang tot een gebied of bouwwerk af te sluiten (RWS)	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
456	748bd5a1-33e2-42e8-ad64-5df1e51acfe5	5	31	toegangstrap	GebouwInstallatie	null	null	null	Fri Apr 01 2022 00:00:00 GMT+0000 (Coordinated Universal Time)
